"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[613]",0.25,0,0.07,0.09,0.2,0.25,0.3,0.38,20897.16,1
"log_lik[614]",0.21,0,0.06,0.09,0.17,0.21,0.26,0.33,22441.49,1
"log_lik[615]",0.17,0,0.07,0.03,0.13,0.18,0.22,0.3,20911.18,1
"log_lik[616]",-0.7,0,0.26,-1.25,-0.86,-0.67,-0.51,-0.25,26971.05,1
"log_lik[617]",0.89,0,0.09,0.69,0.84,0.9,0.95,1.03,16508.56,1
"log_lik[618]",1.05,0,0.13,0.78,0.97,1.06,1.13,1.27,12629.28,1
"log_lik[619]",0.89,0,0.07,0.75,0.85,0.9,0.94,1.02,21396.55,1
"log_lik[620]",0.31,0,0.12,0.06,0.24,0.32,0.4,0.53,17647.95,1
"log_lik[621]",0.19,0,0.09,-0.01,0.13,0.19,0.25,0.36,21768.99,1
"log_lik[622]",0.21,0,0.07,0.05,0.16,0.21,0.26,0.34,26854.55,1
"log_lik[623]",-1.05,0,0.23,-1.53,-1.2,-1.04,-0.89,-0.64,28066.32,1
"log_lik[624]",0.12,0,0.13,-0.15,0.04,0.13,0.21,0.34,26559.07,1
"log_lik[625]",0.74,0,0.15,0.39,0.65,0.76,0.85,0.98,18238.42,1
"log_lik[626]",1.21,0,0.07,1.07,1.17,1.21,1.25,1.33,18245.96,1
"log_lik[627]",0.52,0,0.13,0.23,0.44,0.54,0.62,0.75,22330.53,1
"log_lik[628]",0.31,0,0.11,0.07,0.24,0.32,0.39,0.5,17912.84,1
"log_lik[629]",0.37,0,0.07,0.24,0.33,0.37,0.42,0.49,23621.98,1
"log_lik[630]",-0.15,0,0.11,-0.39,-0.22,-0.14,-0.07,0.06,29244.35,1
"log_lik[631]",0.23,0,0.06,0.1,0.19,0.23,0.28,0.35,23560.33,1
"log_lik[632]",0.19,0,0.1,-0.03,0.13,0.2,0.27,0.37,23548.29,1
"log_lik[633]",-0.01,0,0.33,-0.75,-0.21,0.03,0.23,0.53,20301.98,1
"log_lik[634]",1.19,0,0.07,1.05,1.15,1.19,1.24,1.31,18979.01,1
"log_lik[635]",0.89,0,0.06,0.76,0.85,0.89,0.93,1,21371.84,1
"log_lik[636]",-2.29,0,0.49,-3.33,-2.61,-2.26,-1.94,-1.4,20253.17,1
"log_lik[637]",0.38,0,0.06,0.26,0.34,0.38,0.42,0.49,23483.22,1
"log_lik[638]",0.23,0,0.07,0.08,0.18,0.23,0.27,0.35,26078.53,1
"log_lik[639]",-2.96,0,0.52,-4.06,-3.29,-2.93,-2.6,-2.02,30517.1,1
"log_lik[640]",0.24,0,0.09,0.04,0.19,0.25,0.31,0.4,22958.29,1
"log_lik[641]",0.86,0,0.11,0.61,0.8,0.87,0.93,1.03,17125.92,1
"log_lik[642]",0.9,0,0.15,0.55,0.81,0.92,1,1.13,13360.98,1
"log_lik[643]",0.83,0,0.09,0.64,0.78,0.83,0.89,0.98,21788.94,1
"log_lik[644]",0.08,0,0.15,-0.24,-0.02,0.09,0.19,0.35,17499.76,1
"log_lik[645]",0.26,0,0.08,0.09,0.21,0.27,0.32,0.41,22267.55,1
"log_lik[646]",0.19,0,0.06,0.06,0.15,0.19,0.23,0.31,22699.85,1
"log_lik[647]",-0.08,0,0.11,-0.32,-0.14,-0.07,0,0.11,25600.97,1
"log_lik[648]",0.34,0,0.08,0.17,0.29,0.35,0.4,0.49,24749.59,1
"log_lik[649]",0.4,0,0.23,-0.11,0.26,0.42,0.57,0.79,19447.44,1
"log_lik[650]",1.13,0,0.1,0.9,1.06,1.13,1.2,1.31,13145.82,1
"log_lik[651]",-0.83,0,0.34,-1.57,-1.05,-0.81,-0.59,-0.22,23645.92,1
"log_lik[652]",0.42,0,0.1,0.2,0.36,0.43,0.49,0.6,18106.68,1
"log_lik[653]",-0.08,0,0.12,-0.35,-0.16,-0.07,0,0.13,20894.78,1
"log_lik[654]",0.02,0,0.1,-0.18,-0.04,0.03,0.09,0.2,29167.59,1
"log_lik[655]",-0.08,0,0.11,-0.32,-0.14,-0.07,0,0.11,25600.97,1
"log_lik[656]",0.37,0,0.06,0.24,0.33,0.37,0.41,0.49,21295.72,1
"log_lik[657]",-1.11,0,0.43,-2.02,-1.39,-1.09,-0.8,-0.34,21604.2,1
"log_lik[658]",1.03,0,0.11,0.77,0.97,1.05,1.11,1.21,14124.58,1
"log_lik[659]",0.11,0,0.19,-0.29,-0.01,0.12,0.25,0.45,22897.92,1
"log_lik[660]",0.23,0,0.13,-0.05,0.15,0.24,0.32,0.44,17806.29,1
"log_lik[661]",0.2,0,0.08,0.03,0.15,0.21,0.26,0.35,20693.75,1
"log_lik[662]",0.11,0,0.08,-0.06,0.06,0.12,0.17,0.27,28603.08,1
"log_lik[663]",0.06,0,0.1,-0.15,0,0.07,0.13,0.24,29585.53,1
"log_lik[664]",0.31,0,0.09,0.12,0.26,0.32,0.37,0.47,25366.96,1
"log_lik[665]",0.73,0,0.13,0.42,0.66,0.75,0.82,0.92,19653.89,1
"log_lik[666]",1.2,0,0.07,1.05,1.16,1.21,1.25,1.34,15933.03,1
"log_lik[667]",0.87,0,0.06,0.74,0.83,0.87,0.91,0.99,21344.72,1
"log_lik[668]",0.56,0,0.08,0.4,0.51,0.57,0.61,0.7,20013.1,1
"log_lik[669]",-0.28,0,0.14,-0.58,-0.37,-0.27,-0.18,-0.02,21101.9,1
"log_lik[670]",0.25,0,0.06,0.12,0.21,0.25,0.29,0.37,24446.8,1
"log_lik[671]",0.02,0,0.11,-0.21,-0.05,0.02,0.09,0.2,29876.54,1
"log_lik[672]",-1.57,0,0.39,-2.4,-1.82,-1.55,-1.3,-0.89,27614.32,1
"log_lik[673]",0.89,0,0.07,0.74,0.84,0.89,0.94,1.01,16359.85,1
"log_lik[674]",1.21,0,0.07,1.07,1.17,1.21,1.25,1.33,18245.96,1
"log_lik[675]",0.89,0,0.07,0.75,0.85,0.9,0.94,1.02,21396.55,1
"log_lik[676]",0.45,0,0.09,0.26,0.4,0.46,0.51,0.6,18665.33,1
"log_lik[677]",-0.24,0,0.14,-0.54,-0.33,-0.24,-0.14,0.01,21092.33,1
"log_lik[678]",-1.16,0,0.25,-1.69,-1.31,-1.14,-0.98,-0.71,30208.26,1
"log_lik[679]",0.22,0,0.07,0.08,0.18,0.23,0.27,0.35,24612.49,1
"log_lik[680]",0.29,0,0.08,0.11,0.24,0.29,0.34,0.43,22360.88,1
"log_lik[681]",0.74,0,0.15,0.39,0.65,0.76,0.85,0.98,18238.42,1
"log_lik[682]",1.05,0,0.13,0.78,0.97,1.06,1.13,1.27,12629.28,1
"log_lik[683]",0.39,0,0.16,0.05,0.29,0.4,0.5,0.66,22569.01,1
"log_lik[684]",0.35,0,0.11,0.11,0.28,0.36,0.43,0.56,17740.31,1
"log_lik[685]",0.02,0,0.11,-0.21,-0.05,0.03,0.09,0.21,20708.31,1
"log_lik[686]",-1.2,0,0.23,-1.67,-1.35,-1.19,-1.05,-0.79,27120.48,1
"log_lik[687]",-0.27,0,0.14,-0.58,-0.36,-0.26,-0.17,-0.03,28169.75,1
"log_lik[688]",0.12,0,0.13,-0.15,0.04,0.13,0.21,0.34,26559.07,1
"log_lik[689]",0.06,0,0.32,-0.66,-0.14,0.09,0.29,0.57,20305.63,1
"log_lik[690]",1.19,0,0.08,1.02,1.14,1.2,1.25,1.33,14815.08,1
"log_lik[691]",0.73,0,0.09,0.53,0.67,0.74,0.79,0.89,21800.91,1
"log_lik[692]",0.23,0,0.13,-0.05,0.15,0.24,0.32,0.44,17806.29,1
"log_lik[693]",-0.92,0,0.21,-1.37,-1.06,-0.91,-0.77,-0.54,21658.37,1
"log_lik[694]",0.24,0,0.06,0.12,0.2,0.25,0.29,0.36,22635.88,1
"log_lik[695]",-1.14,0,0.27,-1.72,-1.31,-1.12,-0.95,-0.66,30753.12,1
"log_lik[696]",-0.6,0,0.22,-1.08,-0.75,-0.59,-0.45,-0.21,26200.31,1
"log_lik[697]",0.81,0,0.13,0.51,0.74,0.83,0.9,1.01,17725.19,1
"log_lik[698]",1.21,0,0.07,1.07,1.17,1.21,1.25,1.33,18245.96,1
"log_lik[699]",0.64,0,0.11,0.39,0.57,0.65,0.72,0.82,22072.18,1
"log_lik[700]",0.13,0,0.14,-0.18,0.04,0.14,0.23,0.37,17807.07,1
"log_lik[701]",-0.61,0,0.18,-0.99,-0.73,-0.61,-0.49,-0.29,21343.49,1
"log_lik[702]",0.25,0,0.06,0.12,0.21,0.25,0.29,0.37,24446.8,1
"log_lik[703]",-0.09,0,0.12,-0.35,-0.17,-0.08,-0.01,0.12,30006.87,1
"log_lik[704]",0.39,0,0.06,0.25,0.35,0.39,0.43,0.51,22392.54,1
"log_lik[705]",0.89,0,0.07,0.74,0.84,0.89,0.94,1.01,16359.85,1
"log_lik[706]",1.05,0,0.13,0.78,0.97,1.06,1.13,1.27,12629.28,1
"log_lik[707]",0.73,0,0.09,0.53,0.67,0.74,0.79,0.89,21800.91,1
"log_lik[708]",0.5,0,0.08,0.34,0.46,0.51,0.56,0.64,19356.5,1
"log_lik[709]",-0.29,0,0.15,-0.6,-0.38,-0.28,-0.19,-0.03,21106.95,1
"log_lik[710]",0.21,0,0.06,0.09,0.17,0.21,0.26,0.33,22441.49,1
"log_lik[711]",-3.34,0,0.57,-4.54,-3.7,-3.3,-2.93,-2.31,30416.52,1
"log_lik[712]",0.14,0,0.11,-0.12,0.07,0.15,0.22,0.33,24098.97,1
"log_lik[713]",0.4,0,0.23,-0.11,0.26,0.42,0.57,0.79,19447.44,1
"log_lik[714]",0.84,0,0.09,0.63,0.79,0.85,0.91,1,13647.18,1
"log_lik[715]",0.65,0,0.07,0.51,0.61,0.65,0.7,0.77,21765.72,1
"log_lik[716]",-0.02,0,0.13,-0.3,-0.09,-0.01,0.07,0.2,19712.9,1
"log_lik[717]",-0.76,0,0.17,-1.11,-0.87,-0.75,-0.64,-0.45,19883.41,1
"log_lik[718]",-0.05,0,0.07,-0.21,-0.1,-0.05,0,0.08,25454.74,1
"log_lik[719]",-0.57,0,0.15,-0.89,-0.66,-0.55,-0.46,-0.32,26936.42,1
"log_lik[720]",0.11,0,0.06,-0.02,0.07,0.11,0.15,0.23,20154.68,1
"log_lik[721]",0.17,0,0.25,-0.43,0.02,0.2,0.35,0.55,20628.01,1
"log_lik[722]",0.84,0,0.09,0.63,0.79,0.85,0.91,1,13647.18,1
"log_lik[723]",-0.03,0,0.17,-0.39,-0.14,-0.02,0.09,0.27,26177.82,1
"log_lik[724]",-1.14,0,0.26,-1.66,-1.3,-1.13,-0.96,-0.67,21398.66,1
"log_lik[725]",0.06,0,0.08,-0.11,0.01,0.06,0.12,0.21,19851.54,1
"log_lik[726]",-3.14,0,0.41,-3.99,-3.41,-3.12,-2.86,-2.39,25118.02,1
"log_lik[727]",-1.97,0,0.3,-2.59,-2.16,-1.95,-1.76,-1.42,26443.19,1
"log_lik[728]",-0.65,0,0.19,-1.05,-0.77,-0.64,-0.52,-0.32,25820.72,1
"log_lik[729]",0.51,0,0.17,0.11,0.41,0.53,0.64,0.79,18199.67,1
"log_lik[730]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[731]",0.63,0,0.07,0.49,0.59,0.63,0.68,0.76,22202.33,1
"log_lik[732]",0.23,0,0.08,0.04,0.18,0.23,0.29,0.38,21027.42,1
"log_lik[733]",-0.06,0,0.08,-0.24,-0.11,-0.05,0,0.09,20066.09,1
"log_lik[734]",-0.46,0,0.12,-0.71,-0.53,-0.45,-0.37,-0.25,26212.68,1
"log_lik[735]",-0.63,0,0.16,-0.97,-0.72,-0.61,-0.51,-0.36,27385.91,1
"log_lik[736]",0.12,0,0.06,-0.01,0.08,0.12,0.16,0.24,20650.31,1
"log_lik[737]",0.43,0,0.17,0.01,0.34,0.46,0.56,0.68,20214.84,1
"log_lik[738]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[739]",0.42,0,0.12,0.17,0.34,0.42,0.5,0.62,25122.01,1
"log_lik[740]",0.36,0,0.07,0.2,0.31,0.36,0.41,0.49,19508.23,1
"log_lik[741]",0.15,0,0.06,0.02,0.11,0.15,0.19,0.27,22564.41,1
"log_lik[742]",-0.64,0,0.14,-0.93,-0.73,-0.63,-0.55,-0.39,26750.47,1
"log_lik[743]",-0.39,0,0.13,-0.66,-0.48,-0.39,-0.31,-0.17,29483.9,1
"log_lik[744]",0.07,0,0.08,-0.11,0.02,0.08,0.13,0.22,25602.91,1
"log_lik[745]",0.71,0,0.08,0.52,0.66,0.72,0.76,0.84,14718.75,1
"log_lik[746]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[747]",-0.04,0,0.18,-0.44,-0.15,-0.03,0.09,0.27,26764.08,1
"log_lik[748]",0.37,0,0.07,0.22,0.32,0.37,0.42,0.5,19747.04,1
"log_lik[749]",0.15,0,0.06,0.02,0.11,0.15,0.19,0.26,22734.69,1
"log_lik[750]",-0.23,0,0.09,-0.42,-0.29,-0.22,-0.16,-0.05,26944.82,1
"log_lik[751]",-0.17,0,0.08,-0.35,-0.22,-0.17,-0.12,-0.03,21301.36,1
"log_lik[752]",-3.25,0,0.59,-4.49,-3.62,-3.22,-2.83,-2.19,27136.66,1
"log_lik[753]",0.51,0,0.17,0.11,0.41,0.53,0.64,0.79,18199.67,1
"log_lik[754]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[755]",0.49,0,0.1,0.27,0.43,0.5,0.57,0.68,24506.58,1
"log_lik[756]",-0.45,0,0.2,-0.88,-0.57,-0.43,-0.3,-0.1,19386.3,1
"log_lik[757]",0.11,0,0.07,-0.05,0.06,0.11,0.16,0.24,20636.23,1
"log_lik[758]",-0.76,0,0.15,-1.07,-0.85,-0.75,-0.66,-0.49,26566.02,1
"log_lik[759]",-0.09,0,0.08,-0.26,-0.14,-0.09,-0.03,0.05,27785.77,1
"log_lik[760]",-3.02,0,0.56,-4.2,-3.38,-2.99,-2.63,-2.03,27127.17,1
"log_lik[761]",0.1,0,0.26,-0.46,-0.06,0.12,0.29,0.54,19811.1,1
"log_lik[762]",0.98,0,0.07,0.83,0.93,0.98,1.03,1.12,16915.03,1
"log_lik[763]",-0.61,0,0.27,-1.18,-0.78,-0.59,-0.42,-0.14,26545.43,1
"log_lik[764]",0.24,0,0.08,0.07,0.19,0.25,0.3,0.39,21140.3,1
"log_lik[765]",-0.19,0,0.11,-0.41,-0.26,-0.18,-0.11,0.01,18905.29,1
"log_lik[766]",0,0,0.06,-0.13,-0.04,0,0.04,0.12,22411.41,1
"log_lik[767]",-0.27,0,0.11,-0.5,-0.34,-0.26,-0.19,-0.07,29579.9,1
"log_lik[768]",-2.6,0,0.5,-3.66,-2.92,-2.57,-2.25,-1.71,27045.13,1
"log_lik[769]",0.67,0,0.11,0.4,0.61,0.69,0.75,0.85,16376.49,1
"log_lik[770]",0.99,0,0.06,0.86,0.95,0.99,1.03,1.11,21197.01,1
"log_lik[771]",0.27,0,0.13,-0.03,0.18,0.28,0.36,0.49,26201.93,1
"log_lik[772]",-0.5,0,0.21,-0.95,-0.63,-0.49,-0.35,-0.14,19389.48,1
"log_lik[773]",-0.3,0,0.12,-0.56,-0.38,-0.3,-0.22,-0.08,18978.9,1
"log_lik[774]",-0.05,0,0.07,-0.2,-0.1,-0.05,0,0.09,25335.68,1
"log_lik[775]",-1.46,0,0.24,-1.97,-1.62,-1.45,-1.29,-1.02,27053.62,1
"log_lik[776]",0.13,0,0.06,-0.01,0.08,0.13,0.17,0.25,22115.96,1
"log_lik[777]",0.67,0,0.08,0.49,0.63,0.68,0.73,0.81,16682.13,1
"log_lik[778]",0.99,0,0.06,0.86,0.95,0.99,1.03,1.11,21197.01,1
"log_lik[779]",0.41,0,0.11,0.17,0.35,0.42,0.49,0.59,25428.53,1
"log_lik[780]",-0.24,0,0.17,-0.61,-0.34,-0.23,-0.12,0.04,19430.87,1
"log_lik[781]",0.14,0,0.07,0.01,0.1,0.15,0.19,0.26,22108.23,1
"log_lik[782]",-0.6,0,0.14,-0.9,-0.69,-0.59,-0.51,-0.36,26955.5,1
"log_lik[783]",-0.06,0,0.06,-0.19,-0.1,-0.06,-0.02,0.06,19933.37,1
"log_lik[784]",0.09,0,0.08,-0.08,0.04,0.1,0.15,0.23,25075.84,1
"log_lik[785]",-1.16,0,0.57,-2.43,-1.51,-1.11,-0.76,-0.21,20932.64,1
"log_lik[786]",0.84,0,0.09,0.63,0.79,0.85,0.91,1,13647.18,1
"log_lik[787]",0.14,0,0.15,-0.19,0.05,0.15,0.25,0.4,26550.07,1
"log_lik[788]",0.38,0,0.07,0.24,0.34,0.38,0.43,0.5,20613.9,1
"log_lik[789]",-0.37,0,0.13,-0.64,-0.45,-0.36,-0.28,-0.13,19069.12,1
"log_lik[790]",0,0,0.06,-0.13,-0.04,0,0.04,0.12,22512.07,1
"log_lik[791]",-0.28,0,0.1,-0.49,-0.34,-0.27,-0.21,-0.11,23502.42,1
"log_lik[792]",-1.77,0,0.38,-2.57,-2.01,-1.74,-1.5,-1.1,26584.19,1
"log_lik[793]",0.38,0,0.19,-0.06,0.28,0.42,0.52,0.66,20342.37,1
"log_lik[794]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[795]",0.32,0,0.12,0.05,0.24,0.33,0.41,0.53,25987.43,1
"log_lik[796]",-0.24,0,0.17,-0.61,-0.34,-0.23,-0.12,0.04,19430.87,1
"log_lik[797]",0.13,0,0.06,0,0.08,0.13,0.17,0.24,22749.48,1
"log_lik[798]",-0.19,0,0.09,-0.38,-0.25,-0.19,-0.13,-0.02,26818.88,1
"log_lik[799]",-1.76,0,0.27,-2.33,-1.93,-1.74,-1.56,-1.25,26745.01,1
"log_lik[800]",0.05,0,0.07,-0.1,0.01,0.06,0.1,0.19,19681.18,1
"log_lik[801]",0.28,0,0.22,-0.24,0.16,0.32,0.44,0.61,20517.96,1
"log_lik[802]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[803]",-0.13,0,0.19,-0.55,-0.25,-0.11,0.01,0.21,26746.65,1
"log_lik[804]",-0.26,0,0.16,-0.6,-0.37,-0.25,-0.15,0.02,19324.75,1
"log_lik[805]",-0.24,0,0.12,-0.48,-0.32,-0.24,-0.16,-0.03,18922.79,1
"log_lik[806]",-3.14,0,0.41,-3.99,-3.41,-3.12,-2.86,-2.39,25118.02,1
"log_lik[807]",-0.03,0,0.06,-0.16,-0.07,-0.03,0.02,0.09,22408.44,1
"log_lik[808]",-2.07,0,0.34,-2.79,-2.3,-2.05,-1.83,-1.44,24899.84,1
"log_lik[809]",-1.38,0,0.44,-2.29,-1.66,-1.36,-1.07,-0.59,21678.18,1
"log_lik[810]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[811]",0.61,0,0.09,0.43,0.56,0.62,0.67,0.76,23042.78,1
"log_lik[812]",0.07,0,0.12,-0.19,-0.01,0.08,0.15,0.29,18554.43,1
"log_lik[813]",0.08,0,0.07,-0.06,0.03,0.08,0.12,0.2,21995.11,1
"log_lik[814]",-0.13,0,0.08,-0.3,-0.18,-0.12,-0.07,0.03,26421.72,1
"log_lik[815]",-0.47,0,0.13,-0.75,-0.56,-0.46,-0.38,-0.23,29304.85,1
"log_lik[816]",-0.71,0,0.21,-1.18,-0.84,-0.69,-0.56,-0.34,24853.33,1
"log_lik[817]",0.28,0,0.23,-0.22,0.14,0.3,0.45,0.66,19117.44,1
"log_lik[818]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[819]",0.69,0,0.06,0.56,0.65,0.69,0.73,0.81,20918.89,1
"log_lik[820]",-0.02,0,0.13,-0.3,-0.09,-0.01,0.07,0.2,19712.9,1
"log_lik[821]",-0.3,0,0.12,-0.56,-0.38,-0.3,-0.22,-0.08,18978.9,1
"log_lik[822]",-0.66,0,0.14,-0.95,-0.75,-0.65,-0.56,-0.41,26725.13,1
"log_lik[823]",-1.11,0,0.2,-1.53,-1.24,-1.1,-0.96,-0.74,27755.86,1
"log_lik[824]",-0.8,0,0.23,-1.29,-0.94,-0.78,-0.64,-0.4,25084.02,1
"log_lik[825]",0.34,0,0.22,-0.15,0.21,0.36,0.49,0.7,18954.58,1
"log_lik[826]",0.99,0,0.07,0.85,0.95,0.99,1.04,1.12,18565.75,1
"log_lik[827]",0.65,0,0.08,0.49,0.6,0.66,0.71,0.79,22261.6,1
"log_lik[828]",-0.8,0,0.25,-1.35,-0.96,-0.79,-0.62,-0.37,19461.94,1
"log_lik[829]",0.09,0,0.08,-0.07,0.04,0.09,0.14,0.23,20214.78,1
"log_lik[830]",-0.35,0,0.1,-0.57,-0.42,-0.35,-0.28,-0.17,25447.28,1
"log_lik[831]",-0.1,0,0.07,-0.24,-0.14,-0.09,-0.05,0.03,20092.3,1
"log_lik[832]",0.13,0,0.07,-0.01,0.08,0.13,0.17,0.25,22455.79,1
"log_lik[833]",0.63,0,0.13,0.32,0.56,0.65,0.73,0.84,17085.59,1
"log_lik[834]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[835]",0.41,0,0.11,0.17,0.35,0.42,0.49,0.59,25428.53,1
"log_lik[836]",-0.8,0,0.25,-1.35,-0.96,-0.79,-0.62,-0.37,19461.94,1
"log_lik[837]",-0.04,0,0.09,-0.24,-0.1,-0.04,0.02,0.13,19129,1
"log_lik[838]",-0.03,0,0.06,-0.15,-0.07,-0.03,0.01,0.09,21796.35,1
"log_lik[839]",-0.07,0,0.08,-0.24,-0.12,-0.07,-0.02,0.07,27106.38,1
"log_lik[840]",0.03,0,0.08,-0.14,-0.02,0.03,0.08,0.17,20079.97,1
"log_lik[841]",0.34,0,0.22,-0.15,0.21,0.36,0.49,0.7,18954.58,1
"log_lik[842]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[843]",0.69,0,0.06,0.56,0.65,0.69,0.74,0.81,20915.31,1
"log_lik[844]",0.08,0,0.11,-0.17,0.01,0.09,0.16,0.27,20005.47,1
"log_lik[845]",0.14,0,0.06,0.02,0.1,0.15,0.19,0.26,22846.7,1
"log_lik[846]",-0.13,0,0.07,-0.28,-0.18,-0.13,-0.08,0,22800.12,1
"log_lik[847]",-0.1,0,0.07,-0.24,-0.14,-0.09,-0.05,0.03,20092.3,1
"log_lik[848]",-1.08,0,0.27,-1.67,-1.25,-1.06,-0.89,-0.61,25700.01,1
"log_lik[849]",0.7,0,0.1,0.47,0.65,0.71,0.76,0.85,15531.36,1
"log_lik[850]",0.92,0,0.09,0.73,0.86,0.93,0.99,1.09,13741.58,1
"log_lik[851]",0.68,0,0.06,0.55,0.64,0.68,0.72,0.8,21192.31,1
"log_lik[852]",-0.24,0,0.17,-0.61,-0.34,-0.23,-0.12,0.04,19430.87,1
"log_lik[853]",0.09,0,0.08,-0.07,0.04,0.09,0.14,0.23,20214.78,1
"log_lik[854]",-0.41,0,0.11,-0.64,-0.48,-0.4,-0.33,-0.2,27049.95,1
"log_lik[855]",-0.16,0,0.09,-0.36,-0.23,-0.16,-0.1,0.01,29099.74,1
"log_lik[856]",-2.03,0,0.42,-2.92,-2.29,-2,-1.74,-1.29,26803.5,1
"log_lik[857]",-0.73,0,0.37,-1.51,-0.96,-0.71,-0.47,-0.07,20936.78,1
"log_lik[858]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[859]",0.39,0,0.1,0.18,0.33,0.4,0.46,0.55,24445.56,1
"log_lik[860]",0.07,0,0.06,-0.06,0.03,0.07,0.11,0.18,21483.88,1
"log_lik[861]",-3.02,0,0.4,-3.86,-3.28,-3,-2.74,-2.29,24306.62,1
"log_lik[862]",-0.79,0,0.23,-1.27,-0.94,-0.78,-0.63,-0.38,22551.05,1
"log_lik[863]",0.47,0,0.13,0.15,0.4,0.5,0.57,0.67,19433.39,1
"log_lik[864]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[865]",-0.5,0,0.22,-0.96,-0.64,-0.48,-0.34,-0.1,24543.63,1
"log_lik[866]",0.15,0,0.09,-0.04,0.09,0.15,0.2,0.29,19956.81,1
"log_lik[867]",-0.04,0,0.09,-0.23,-0.09,-0.03,0.02,0.12,23677.16,1
"log_lik[868]",-2.51,0,0.34,-3.21,-2.72,-2.5,-2.27,-1.89,24934.83,1
"log_lik[869]",-0.25,0,0.15,-0.59,-0.34,-0.23,-0.14,-0.01,21680.33,1
"log_lik[870]",0.54,0,0.15,0.21,0.46,0.56,0.65,0.78,18542.38,1
"log_lik[871]",0.8,0,0.06,0.68,0.76,0.8,0.84,0.91,21947.27,1
"log_lik[872]",0.58,0,0.06,0.45,0.54,0.58,0.62,0.7,19996.13,1
"log_lik[873]",0.3,0,0.07,0.16,0.26,0.3,0.35,0.42,19942.33,1
"log_lik[874]",-0.74,0,0.17,-1.08,-0.84,-0.73,-0.62,-0.44,23648.81,1
"log_lik[875]",-0.33,0,0.11,-0.57,-0.4,-0.32,-0.25,-0.13,29205.26,1
"log_lik[876]",-0.23,0,0.08,-0.41,-0.28,-0.22,-0.17,-0.08,21658.55,1
"log_lik[877]",0.08,0,0.07,-0.07,0.03,0.08,0.12,0.2,19784.46,1
"log_lik[878]",0.59,0,0.09,0.38,0.55,0.6,0.65,0.74,17933.56,1
"log_lik[879]",0.83,0,0.07,0.69,0.78,0.83,0.88,0.96,17937.96,1
"log_lik[880]",0.56,0,0.06,0.43,0.52,0.56,0.6,0.68,20782.48,1
"log_lik[881]",0.06,0,0.1,-0.16,0,0.07,0.14,0.24,19792.12,1
"log_lik[882]",0.07,0,0.06,-0.06,0.03,0.08,0.12,0.19,21776.38,1
"log_lik[883]",-0.67,0,0.15,-0.99,-0.77,-0.66,-0.57,-0.4,28572.81,1
"log_lik[884]",-0.17,0,0.07,-0.33,-0.22,-0.17,-0.12,-0.04,20489.5,1
"log_lik[885]",-0.37,0,0.18,-0.74,-0.48,-0.36,-0.24,-0.06,22856.92,1
"log_lik[886]",0.67,0,0.08,0.48,0.63,0.68,0.73,0.81,15990.83,1
"log_lik[887]",0.73,0,0.06,0.61,0.68,0.72,0.77,0.85,18766.62,1
"log_lik[888]",-0.5,0,0.22,-0.96,-0.64,-0.48,-0.34,-0.1,24543.63,1
"log_lik[889]",-1.47,0,0.36,-2.23,-1.69,-1.45,-1.22,-0.84,19972.95,1
"log_lik[890]",-0.4,0,0.13,-0.67,-0.48,-0.39,-0.31,-0.16,23931.94,1
"log_lik[891]",-0.06,0,0.07,-0.2,-0.11,-0.06,-0.02,0.06,22665.57,1
"log_lik[892]",-0.15,0,0.09,-0.34,-0.21,-0.15,-0.09,0.01,28138.69,1
"log_lik[893]",0.1,0,0.06,-0.03,0.06,0.1,0.15,0.22,20461.23,1
"log_lik[894]",0.63,0,0.11,0.37,0.57,0.65,0.71,0.81,17354.22,1
"log_lik[895]",0.81,0,0.06,0.69,0.77,0.81,0.85,0.93,22275.73,1
"log_lik[896]",0.02,0,0.16,-0.32,-0.08,0.03,0.14,0.31,24351.53,1
"log_lik[897]",0.1,0,0.1,-0.11,0.04,0.11,0.16,0.26,19824.41,1
"log_lik[898]",-1.36,0,0.23,-1.84,-1.5,-1.35,-1.2,-0.94,23396.4,1
"log_lik[899]",-0.14,0,0.07,-0.28,-0.19,-0.14,-0.1,-0.02,20563.99,1
"log_lik[900]",-0.08,0,0.06,-0.21,-0.12,-0.08,-0.04,0.04,20463.79,1
"log_lik[901]",-1.16,0,0.27,-1.73,-1.34,-1.15,-0.98,-0.67,22431.15,1
